title,release_year,decade,primary_genre,budget_tier,budget,revenue,roi,imdb_rating,tomatometer_rating,audience_rating
Twilight Zone: The Movie,1983,1980s,Drama,Mid,10000000.0,29450919.0,194.50919,6.5,58.0,55.0
Racing with the Moon,1984,1980s,Drama,Mid,9000000.0,6045657.0,-32.826033333333335,6.6,60.0,62.0
Bliss,1985,1980s,Comedy,Low,3400000.0,660537.0,-80.57244117647059,6.7,46.0,54.0
Mishima: A Life in Four Chapters,1985,1980s,Drama,Low,5000000.0,502758.0,-89.94484,7.9,89.0,91.0
Club Paradise,1986,1980s,Comedy,Mid,15000000.0,12308521.0,-17.943193333333333,5.2,11.0,35.0
Solarbabies,1986,1980s,Science Fiction,High,25000000.0,1579260.0,-93.68296,4.8,0.0,43.0
Prince of Darkness,1987,1980s,Horror,Low,3000000.0,14182492.0,372.7497333333333,6.6,58.0,60.0
Prison,1988,1980s,Crime,Low,1300000.0,354704.0,-72.71507692307692,5.8,,
Kiki's Delivery Service,1989,1980s,Animation,Mid,6900000.0,18172849.0,163.3746231884058,7.8,98.0,88.0
Cry-Baby,1990,1990s,Comedy,Mid,11000000.0,8266343.0,-24.85142727272727,6.5,73.0,77.0
Frankenhooker,1990,1990s,Comedy,Low,2500000.0,205068.0,-91.79728,6.2,57.0,57.0
Hard to Kill,1990,1990s,Action,Mid,10000000.0,47410000.0,374.1,5.8,38.0,47.0
Havana,1990,1990s,Drama,High,40000000.0,9243140.0,-76.89215,6.1,,
Lionheart,1990,1990s,Action,Low,6000000.0,24078196.0,301.3032666666667,6.2,31.0,52.0
Closet Land,1991,1990s,Drama,Low,4000000.0,259012.0,-93.5247,7.0,,
Dutch,1991,1990s,Comedy,Mid,17000000.0,4603929.0,-72.91806470588236,6.5,,
Mannequin Two: On the Move,1991,1990s,Fantasy,Mid,13000000.0,3752426.0,-71.13518461538462,4.5,,
Out for Justice,1991,1990s,Action,Mid,14000000.0,39673161.0,183.37972142857143,6.1,23.0,53.0
Diggstown,1992,1990s,Action,Mid,17000000.0,4836637.0,-71.54919411764706,6.9,60.0,77.0
Fortress,1992,1990s,Action,Mid,8000000.0,6739141.0,-15.7607375,5.9,,
Josh and S.A.M.,1993,1990s,Adventure,High,18000000.0,1528163.0,-91.51020555555556,5.7,25.0,48.0
Beowulf,1999,1990s,Action,High,20000000.0,1531251.0,-92.343745,4.1,0.0,23.0
A Place Called Chiapas,1998,1990s,Documentary,Low,891000.0,229000.0,-74.29854096520762,7.4,,
Dil Se..,1998,1990s,Drama,Low,5200000.0,13000000.0,150.0,7.5,,
Kuch Kuch Hota Hai,1998,1990s,Drama,Low,1530000.0,15306000.0,900.3921568627451,7.5,,
2046,2004,2000s,Fantasy,Mid,12000000.0,19271312.0,60.59426666666666,7.4,,
The Accidental Spy,2001,2000s,Action,High,25697387.0,3849941.0,-85.01816157417095,5.8,,
Dil Chahta Hai,2001,2000s,Drama,Low,2079000.0,4099000.0,97.16209716209715,8.0,,
Sympathy for Mr. Vengeance,2002,2000s,Action,Low,4000000.0,1954937.0,-51.126575,7.5,54.0,85.0
A Sound of Thunder,2005,2000s,Thriller,Blockbuster,80000000.0,5989640.0,-92.51295,4.3,6.0,18.0
Lemony Snicket's A Series of Unfortunate Events,2004,2000s,Adventure,Blockbuster,140000000.0,209073645.0,49.33831785714285,6.8,72.0,63.0
In My Country,2004,2000s,Romance,Mid,12000000.0,163536.0,-98.6372,6.0,23.0,57.0
The Twilight Samurai,2002,2000s,Action,Low,5000000.0,7338987.0,46.77974,8.0,,
Foolproof,2003,2000s,Action,Mid,8256269.0,460978.0,-94.4166305627881,6.4,,
Oldboy,2003,2000s,Drama,Low,3000000.0,14980005.0,399.3335,8.3,82.0,94.0
The Jacket,2005,2000s,Drama,High,29000000.0,21126225.0,-27.15094827586207,7.1,44.0,73.0
The Sea Inside,2004,2000s,Drama,Mid,12806000.0,38535221.0,200.91535998750584,7.9,,
Spanglish,2004,2000s,Comedy,Blockbuster,80000000.0,55041367.0,-31.19829125,6.4,53.0,60.0
The Interpreter,2005,2000s,Crime,Blockbuster,80000000.0,162944923.0,103.68115375,6.4,57.0,54.0
Open Water,2004,2000s,Drama,Low,130000.0,54667954.0,41952.27230769231,5.8,71.0,33.0
Layer Cake,2004,2000s,Drama,Mid,6500000.0,11850214.0,82.31098461538463,7.2,80.0,84.0
Flight of the Phoenix,2004,2000s,Action,Blockbuster,45000000.0,21009180.0,-53.31293333333333,6.1,30.0,40.0
Mean Creek,2004,2000s,Crime,Low,500000.0,603943.0,20.7886,7.1,89.0,82.0
The Ring Two,2005,2000s,Drama,Blockbuster,50000000.0,161451538.0,222.903076,5.4,20.0,33.0
The Visual Bible: The Gospel of John,2003,2000s,Drama,Mid,10000000.0,4069090.0,-59.3091,7.7,,
Bummer,2003,2000s,Action,Low,700000.0,1600000.0,128.57142857142858,7.1,,
She Hate Me,2004,2000s,Comedy,Mid,8000000.0,365134.0,-95.435825,5.3,19.0,60.0
Born into Brothels,2004,2000s,Documentary,Low,350000.0,3515061.0,904.3031428571428,7.2,95.0,91.0
Riding Giants,2004,2000s,Documentary,Low,2600000.0,3166000.0,21.76923076923077,7.8,93.0,94.0
A Scanner Darkly,2006,2000s,Animation,Mid,8700000.0,7659918.0,-11.95496551724138,7.0,68.0,74.0
Casshern,2004,2000s,Drama,Low,6000000.0,1530216.0,-74.4964,6.0,,
Million Dollar Baby,2004,2000s,Drama,High,30000000.0,216763646.0,622.5454866666666,8.1,91.0,90.0
Hotel Rwanda,2004,2000s,Drama,High,17500000.0,38000000.0,117.14285714285715,8.1,91.0,94.0
Charlie and the Chocolate Factory,2005,2000s,Adventure,Blockbuster,150000000.0,474968763.0,216.645842,6.7,83.0,51.0
The Life Aquatic with Steve Zissou,2004,2000s,Adventure,Blockbuster,50000000.0,34808403.0,-30.383194000000003,7.2,56.0,82.0
The Aviator,2004,2000s,Drama,Blockbuster,116000000.0,102000000.0,-12.06896551724138,7.5,20.0,41.0
The Phantom of the Opera,2004,2000s,Music,Blockbuster,70000000.0,154648887.0,120.92698142857144,7.2,38.0,53.0
Meet the Fockers,2004,2000s,Comedy,Blockbuster,80000000.0,516642939.0,545.8036737499999,6.4,39.0,58.0
White Noise,2005,2000s,Drama,Mid,10000000.0,91196419.0,811.9641899999999,5.5,7.0,31.0
Testament,1983,1980s,Action,Low,1500000.0,2044892.0,36.32613333333333,6.9,82.0,74.0
Hell's Angels,1930,1930s,Action,Low,3950000.0,8000000.0,102.53164556962024,7.2,,
Sergeant York,1941,1940s,Action,Low,1400000.0,16361885.0,1068.7060714285717,7.7,86.0,87.0
Wizards,1977,1970s,Animation,Low,1200000.0,9000000.0,650.0,6.3,59.0,70.0
Appleseed,2004,2000s,Animation,Mid,10000000.0,1461989.0,-85.38011,6.9,,
Elektra,2005,2000s,Action,Blockbuster,43000000.0,56681566.0,31.81759534883721,4.7,11.0,29.0
Racing Stripes,2005,2000s,Comedy,High,30000000.0,93772522.0,212.5750733333333,5.2,35.0,42.0
Coach Carter,2005,2000s,Drama,High,30000000.0,76669806.0,155.56601999999998,7.4,64.0,85.0
A Star Is Born,1976,1970s,Drama,Low,6000000.0,161000000.0,2583.333333333333,6.1,100.0,78.0
Beastmaster 2: Through the Portal of Time,1991,1990s,Action,Low,6000000.0,869325.0,-85.51125,4.2,,
The Chase,1994,1990s,Comedy,High,26000000.0,8009329.0,-69.19488846153847,5.9,89.0,74.0
Downfall,2004,2000s,Drama,High,18339750.0,92180910.0,402.6290434711488,8.2,,
Assault on Precinct 13,2005,2000s,Thriller,High,30000000.0,35294470.0,17.648233333333334,6.3,98.0,80.0
Are We There Yet?,2005,2000s,Adventure,High,32000000.0,97918663.0,205.995821875,4.8,12.0,45.0
Alone in the Dark,2005,2000s,Action,High,20000000.0,10442808.0,-47.78596,2.4,1.0,11.0
Hide and Seek,2005,2000s,Horror,High,25000000.0,122644820.0,390.57928,6.0,13.0,50.0
Boogeyman,2005,2000s,Thriller,High,20000000.0,67192859.0,235.964295,4.2,13.0,21.0
The Wedding Date,2005,2000s,Comedy,Mid,15000000.0,47175038.0,214.50025333333332,6.1,11.0,67.0
Double Dragon,1994,1990s,Action,Low,3500000.0,2341309.0,-33.10545714285714,4.0,13.0,26.0
Howl's Moving Castle,2004,2000s,Fantasy,High,24000000.0,234710455.0,877.9602291666666,8.2,87.0,93.0
Hitch,2005,2000s,Comedy,Blockbuster,70000000.0,368100420.0,425.8577428571429,6.6,69.0,62.0
Inside Deep Throat,2005,2000s,History,Low,2000000.0,653621.0,-67.31895,6.7,82.0,67.0
Constantine,2005,2000s,Drama,Blockbuster,100000000.0,230884728.0,130.884728,7.0,46.0,72.0
Because of Winn-Dixie,2005,2000s,Comedy,Mid,14000000.0,32645546.0,133.18247142857143,6.4,55.0,63.0
Night Watch,2004,2000s,Fantasy,Low,4200000.0,32000000.0,661.9047619047618,6.4,38.0,60.0
Samson and Delilah,1949,1940s,Drama,Low,3000000.0,11500000.0,283.33333333333337,6.8,63.0,59.0
Kung Fu Hustle,2004,2000s,Action,High,20000000.0,100914445.0,404.572225,7.7,90.0,89.0
Cursed,2005,2000s,Horror,High,35000000.0,19294901.0,-44.87171142857142,5.1,17.0,30.0
The Pacifier,2005,2000s,Action,Blockbuster,56000000.0,113006880.0,101.79800000000002,5.6,21.0,59.0
Be Cool,2005,2000s,Comedy,Blockbuster,53000000.0,95226116.0,79.67191698113207,5.6,30.0,42.0
Hostage,2005,2000s,Mystery,Blockbuster,52000000.0,77944725.0,49.893701923076925,6.5,35.0,62.0
Robots,2005,2000s,Animation,Blockbuster,75000000.0,260696994.0,247.595992,6.4,64.0,53.0
Bopha!,1993,1990s,Drama,Mid,12000000.0,212483.0,-98.22930833333334,6.4,82.0,64.0
Once Upon a Forest,1993,1990s,Animation,Mid,13000000.0,6582052.0,-49.36883076923077,6.5,22.0,69.0
The Green Berets,1968,1960s,War,Mid,7000000.0,11000000.0,57.14285714285714,5.6,23.0,61.0
Ice Princess,2005,2000s,Drama,High,25000000.0,27645491.0,10.581964,6.1,52.0,58.0
Guess Who,2005,2000s,Comedy,High,35000000.0,68915888.0,96.90253714285714,5.9,42.0,49.0
Woman Thou Art Loosed,2004,2000s,Drama,Low,3000000.0,6804016.0,126.80053333333336,6.6,51.0,84.0
Walker,1987,1980s,Drama,Low,5800000.0,257043.0,-95.56822413793104,6.6,,
The Ballad of Jack and Rose,2005,2000s,Drama,Low,1500000.0,712294.0,-52.51373333333333,6.5,47.0,61.0
Sin City,2005,2000s,Action,High,40000000.0,158733820.0,296.83455,8.0,77.0,78.0
Beauty Shop,2005,2000s,Comedy,High,25000000.0,36351350.0,45.4054,5.7,38.0,62.0
Sahara,2005,2000s,Action,Blockbuster,130000000.0,119269486.0,-8.254241538461539,6.1,100.0,86.0
Fever Pitch,2005,2000s,Comedy,High,30000000.0,50451307.0,68.17102333333334,6.3,65.0,60.0
Rhinestone,1984,1980s,Comedy,High,28000000.0,21435321.0,-23.445282142857145,4.1,,
Hawaii,1966,1960s,Drama,Mid,15000000.0,34562222.0,130.41481333333334,6.5,67.0,53.0
Wilson,1944,1940s,Romance,Low,2995000.0,2000000.0,-33.2220367278798,6.3,47.0,30.0
The Hitchhiker's Guide to the Galaxy,2005,2000s,Adventure,Blockbuster,50000000.0,104478416.0,108.956832,6.7,60.0,65.0
The Amityville Horror,2005,2000s,Horror,High,19000000.0,108047131.0,468.66911052631576,5.9,23.0,52.0
Before the Fall,2004,2000s,Drama,Low,4500000.0,3764219.0,-16.35068888888889,7.4,,
The Frisco Kid,1979,1970s,Western,Mid,9200000.0,9346177.0,1.5888804347826089,6.4,50.0,66.0
A Lot Like Love,2005,2000s,Comedy,High,30000000.0,42886719.0,42.95573,6.6,41.0,77.0
xXx: State of the Union,2005,2000s,Action,Blockbuster,60000000.0,71073932.0,18.45655333333333,4.5,17.0,32.0
Kingdom of Heaven,2005,2000s,Drama,Blockbuster,130000000.0,211643158.0,62.80242923076923,7.3,39.0,72.0
House of Wax,2005,2000s,Horror,High,40000000.0,68766121.0,71.9153025,5.5,95.0,72.0
Crash,2004,2000s,Drama,Mid,6500000.0,98410061.0,1414.0009384615385,7.7,74.0,88.0
San Francisco,1936,1930s,Music,Low,1300000.0,5273000.0,305.61538461538464,7.1,100.0,70.0
Unleashed,2005,2000s,Action,Blockbuster,45000000.0,50871113.0,13.04691777777778,7.0,66.0,75.0
Star Wars: Episode III - Revenge of the Sith,2005,2000s,Science Fiction,Blockbuster,113000000.0,850000000.0,652.2123893805309,7.7,80.0,66.0
Kicking & Screaming,2005,2000s,Romance,Blockbuster,45000000.0,56070433.0,24.600962222222226,5.6,41.0,43.0
Monster-in-Law,2005,2000s,Romance,Blockbuster,43000000.0,154749918.0,259.88353023255814,5.6,18.0,55.0
9 Songs,2004,2000s,Drama,Low,1000000.0,1574623.0,57.4623,4.8,,
Madagascar,2005,2000s,Family,Blockbuster,75000000.0,532680671.0,610.2408946666667,6.9,54.0,70.0
Airborne,1993,1990s,Action,Low,2600000.0,2850263.0,9.6255,6.3,21.0,59.0
Dominion: Prequel to the Exorcist,2005,2000s,Horror,High,30000000.0,251495.0,-99.16168333333331,5.1,30.0,25.0
The Longest Yard,2005,2000s,Comedy,Blockbuster,82000000.0,190320568.0,132.09825365853658,6.4,79.0,75.0
Most Wanted,1997,1990s,Action,High,25000000.0,11838218.0,-52.647128,5.6,15.0,40.0
Cinderella Man,2005,2000s,Romance,Blockbuster,88000000.0,108539911.0,23.34080795454545,8.0,80.0,91.0
The Sisterhood of the Traveling Pants,2005,2000s,Drama,High,25000000.0,39053061.0,56.212244,6.5,77.0,78.0
Lords of Dogtown,2005,2000s,Drama,High,25000000.0,13411957.0,-46.352172,7.1,55.0,81.0
Mr. & Mrs. Smith,2005,2000s,Action,Blockbuster,110000000.0,478207520.0,334.7341090909091,6.5,67.0,48.0
The Adventures of Sharkboy and Lavagirl,2005,2000s,Adventure,Blockbuster,50000000.0,69425966.0,38.851932,3.8,,
It's All Gone Pete Tong,2004,2000s,Drama,Low,2000000.0,120620.0,-93.969,7.2,76.0,88.0
Quo Vadis,1951,1950s,Drama,Mid,8250000.0,30000000.0,263.6363636363636,7.1,,
Batman Begins,2005,2000s,Action,Blockbuster,150000000.0,374218673.0,149.47911533333334,8.2,84.0,94.0
Herbie Fully Loaded,2005,2000s,Comedy,Blockbuster,50000000.0,66002004.0,32.004008,5.0,,
Land of the Dead,2005,2000s,Horror,Mid,15000000.0,46770602.0,211.80401333333333,6.2,74.0,51.0
Bewitched,2005,2000s,Comedy,Blockbuster,85000000.0,131426169.0,54.61902235294117,4.9,25.0,28.0
Somebody Up There Likes Me,1956,1950s,Drama,Low,1920000.0,3360000.0,75.0,7.5,83.0,86.0
An Unmarried Woman,1978,1970s,Drama,Low,2515000.0,24000000.0,854.2743538767395,7.2,,
War of the Worlds,2005,2000s,Adventure,Blockbuster,132000000.0,591739379.0,348.28740833333336,6.6,75.0,42.0
March of the Penguins,2005,2000s,Documentary,Mid,8000000.0,127392239.0,1492.4029875,7.5,94.0,81.0
Rebound,2005,2000s,Comedy,Blockbuster,45000000.0,16809014.0,-62.64663555555556,5.2,14.0,38.0
Dark Water,2005,2000s,Drama,High,30000000.0,25473093.0,-15.08969,5.6,80.0,66.0
Fantastic Four,2005,2000s,Action,Blockbuster,100000000.0,330579719.0,230.579719,5.7,27.0,45.0
Murderball,2005,2000s,Documentary,Low,300000.0,1750211.0,483.4036666666667,7.7,,
Wedding Crashers,2005,2000s,Comedy,High,40000000.0,285176741.0,612.9418525,7.0,76.0,70.0
Russian Dolls,2005,2000s,Comedy,Mid,13000000.0,23727301.0,82.5177,6.9,,
Hustle & Flow,2005,2000s,Drama,Mid,8000000.0,23563727.0,194.5465875,7.3,83.0,83.0
Hardware,1990,1990s,Horror,Low,1500000.0,5728953.0,281.9302,6.0,50.0,52.0
The Island,2005,2000s,Action,Blockbuster,126000000.0,162949164.0,29.32473333333333,6.8,40.0,51.0
Bad News Bears,2005,2000s,Comedy,High,30000000.0,34252847.0,14.176156666666667,5.8,48.0,46.0
Sky High,2005,2000s,Adventure,High,35000000.0,86369815.0,146.77089999999998,6.3,73.0,57.0
Stealth,2005,2000s,Action,Blockbuster,135000000.0,76932943.0,-43.01263481481482,5.1,12.0,40.0
Must Love Dogs,2005,2000s,Romance,High,30000000.0,58405313.0,94.68437666666668,6.0,36.0,50.0
Serenity,2005,2000s,Science Fiction,High,39000000.0,38869464.0,-0.3347076923076923,7.8,82.0,91.0
Broken Flowers,2005,2000s,Comedy,Mid,10000000.0,45742101.0,357.42101,7.1,87.0,70.0
The Heart is Deceitful Above All Things,2004,2000s,Drama,Low,74050.0,176153.0,137.88386225523294,6.2,41.0,70.0
Man-Thing,2005,2000s,Action,Mid,7500000.0,143000.0,-98.09333333333332,4.1,17.0,13.0
The Dukes of Hazzard,2005,2000s,Action,Blockbuster,50000000.0,110803676.0,121.607352,5.2,14.0,47.0
Deuce Bigalow: European Gigolo,2005,2000s,Comedy,High,22000000.0,22400154.0,1.818881818181818,4.7,9.0,33.0
The Skeleton Key,2005,2000s,Drama,Blockbuster,43000000.0,91974818.0,113.89492558139536,6.5,38.0,58.0
Four Brothers,2005,2000s,Action,Blockbuster,45000000.0,92374674.0,105.27705333333331,6.8,52.0,80.0
The Great Raid,2005,2000s,Action,Blockbuster,80000000.0,10166502.0,-87.2918725,6.6,38.0,70.0
The 40 Year Old Virgin,2005,2000s,Comedy,High,26000000.0,109449237.0,320.9586038461539,7.1,85.0,80.0
Red Eye,2005,2000s,Horror,High,26000000.0,57891803.0,122.66078076923075,6.4,79.0,64.0
Dilwale Dulhania Le Jayenge,1995,1990s,Comedy,Mid,13200000.0,100000000.0,657.5757575757576,8.0,,
Valiant,2005,2000s,Animation,High,35000000.0,19478106.0,-44.34826857142858,5.5,32.0,29.0
The Brothers Grimm,2005,2000s,Adventure,Blockbuster,88000000.0,105316267.0,19.67757613636364,5.9,38.0,39.0
The Cave,2005,2000s,Action,High,30000000.0,15007991.0,-49.97336333333333,5.2,12.0,28.0
Undiscovered,2005,2000s,Comedy,Mid,9000000.0,1046166.0,-88.37593333333334,4.2,8.0,48.0
The Constant Gardener,2005,2000s,Drama,High,25000000.0,82466670.0,229.86668,7.3,83.0,82.0
Transporter 2,2005,2000s,Action,High,32000000.0,85167639.0,166.148871875,6.3,52.0,58.0
Just Like Heaven,2005,2000s,Comedy,Blockbuster,58000000.0,102854431.0,77.33522586206897,6.7,55.0,75.0
Proof,2005,2000s,Drama,High,20000000.0,7535331.0,-62.323345,6.6,62.0,59.0
Lord of War,2005,2000s,Crime,Blockbuster,42000000.0,24127895.0,-42.55263095238095,7.6,61.0,84.0
Cry_Wolf,2005,2000s,Horror,Low,1000000.0,10047674.0,904.7674,5.8,24.0,51.0
Everything is Illuminated,2005,2000s,Comedy,Mid,7000000.0,2697930.0,-61.45814285714286,7.4,67.0,89.0
Doom,2005,2000s,Adventure,Blockbuster,60000000.0,55987321.0,-6.687798333333333,5.2,19.0,34.0
Domino,2005,2000s,Action,Blockbuster,50000000.0,22944502.0,-54.110996,5.9,18.0,56.0
Waiting...,2005,2000s,Comedy,Low,3000000.0,18637690.0,521.2563333333334,6.7,,
Æon Flux,2005,2000s,Action,Blockbuster,62000000.0,52304001.0,-15.63870806451613,5.4,,
An Unfinished Life,2005,2000s,Drama,High,30000000.0,18618284.0,-37.93905333333333,7.0,52.0,67.0
The Exorcism of Emily Rose,2005,2000s,Crime,High,19000000.0,144216468.0,659.0340421052631,6.7,44.0,60.0
Flightplan,2005,2000s,Thriller,Blockbuster,55000000.0,223387299.0,306.15872545454545,6.3,37.0,48.0
Corpse Bride,2005,2000s,Romance,High,40000000.0,117195061.0,192.9876525,7.4,,
A History of Violence,2005,2000s,Drama,High,32000000.0,60740827.0,89.815084375,7.4,87.0,76.0
Oliver Twist,2005,2000s,Crime,Blockbuster,50000000.0,42093706.0,-15.812588,6.8,61.0,63.0
The Greatest Game Ever Played,2005,2000s,Drama,High,25000000.0,15431177.0,-38.275292,7.4,63.0,82.0
Capote,2005,2000s,Crime,Mid,7000000.0,49084830.0,601.2118571428571,7.3,90.0,82.0
Into the Blue,2005,2000s,Action,Blockbuster,50000000.0,44434439.0,-11.131122,5.9,21.0,57.0
Mirrormask,2005,2000s,Fantasy,Low,4000000.0,866999.0,-78.32502500000001,6.7,54.0,80.0
The Curse of the Were-Rabbit,2005,2000s,Adventure,High,30000000.0,192452832.0,541.50944,7.5,,
Kiss Kiss Bang Bang,2005,2000s,Action,Mid,15000000.0,15785148.0,5.23432,7.4,,
Goal!: The Dream Begins,2005,2000s,Drama,High,30000000.0,27610873.0,-7.963756666666668,6.7,,
The Wraith,1986,1980s,Romance,Low,2700000.0,3500000.0,29.629629629629623,5.9,36.0,61.0
55 Days at Peking,1963,1960s,Action,Mid,17000000.0,10000000.0,-41.17647058823529,6.7,,
The Squid and the Whale,2005,2000s,Comedy,Low,1500000.0,11098131.0,639.8754,7.3,92.0,81.0
Two for the Money,2005,2000s,Comedy,High,35000000.0,30526509.0,-12.781402857142856,6.2,22.0,48.0
Brokeback Mountain,2005,2000s,Drama,Mid,14000000.0,178043761.0,1171.74115,7.7,87.0,82.0
Elizabethtown,2005,2000s,Comedy,Blockbuster,57000000.0,52034889.0,-8.710721052631579,6.3,28.0,66.0
North Country,2005,2000s,Drama,High,35000000.0,25224242.0,-27.930737142857144,7.3,69.0,76.0
"Good Night, and Good Luck.",2005,2000s,Drama,Mid,7000000.0,54600000.0,680.0,7.4,,
The Proposition,2005,2000s,Action,Low,2000000.0,5048693.0,152.43465,7.3,85.0,85.0
The Fog,2005,2000s,Horror,High,18000000.0,46201432.0,156.6746222222222,3.7,4.0,19.0
Shopgirl,2005,2000s,Comedy,Mid,10284523.0,11588205.0,12.676154256254762,6.3,60.0,58.0
Stay,2005,2000s,Mystery,Blockbuster,50000000.0,8342132.0,-83.315736,6.7,27.0,70.0
The Legend of Zorro,2005,2000s,Action,Blockbuster,75000000.0,142400065.0,89.86675333333334,6.0,26.0,48.0
The Weather Man,2005,2000s,Comedy,High,20000000.0,12482775.0,-37.586125,6.5,59.0,56.0
Saw II,2005,2000s,Horror,Low,4000000.0,152925093.0,3723.127325,6.6,37.0,59.0
Empire of the Wolves,2005,2000s,Action,High,24000000.0,11875866.0,-50.517225,5.8,,
Manderlay,2005,2000s,Drama,Mid,14200000.0,674918.0,-95.24705633802816,7.2,50.0,75.0
Damnation Alley,1977,1970s,Action,Mid,17000000.0,8720000.0,-48.70588235294117,5.3,44.0,34.0
Jarhead,2005,2000s,Drama,Blockbuster,72000000.0,96889998.0,34.56944166666667,7.0,61.0,68.0
Chicken Little,2005,2000s,Animation,Blockbuster,150000000.0,314432665.0,109.62177666666666,5.7,37.0,47.0
Joyeux Noël,2005,2000s,Romance,High,22000000.0,17709155.0,-19.503840909090908,7.6,,
Get Rich or Die Tryin',2005,2000s,Drama,High,40000000.0,46442528.0,16.10632,5.6,16.0,70.0
Syriana,2005,2000s,Drama,Blockbuster,50000000.0,94000000.0,88.0,6.8,73.0,67.0
Derailed,2005,2000s,Drama,High,22000000.0,57479076.0,161.26852727272728,6.6,0.0,21.0
Pride & Prejudice,2005,2000s,Drama,High,28000000.0,121147947.0,332.6712392857143,7.8,,
Wolf Creek,2005,2000s,Horror,Low,1000000.0,27762648.0,2676.2648,6.2,53.0,49.0
Harry Potter and the Goblet of Fire,2005,2000s,Adventure,Blockbuster,150000000.0,895921036.0,497.28069066666666,7.7,88.0,74.0
Walk the Line,2005,2000s,Drama,High,28000000.0,186438883.0,565.8531535714285,7.8,82.0,90.0
Rent,2005,2000s,Drama,High,40000000.0,31670620.0,-20.82345,6.8,46.0,83.0
Zathura: A Space Adventure,2005,2000s,Family,Blockbuster,65000000.0,64321501.0,-1.0438446153846153,6.3,76.0,51.0
Bee Season,2005,2000s,Drama,Mid,14000000.0,6856989.0,-51.021507142857146,5.5,43.0,35.0
"Yours, Mine & Ours",2005,2000s,Comedy,Blockbuster,45000000.0,72028752.0,60.063893333333326,5.5,6.0,51.0
Match Point,2005,2000s,Drama,Mid,15000000.0,85306374.0,468.70916,7.6,77.0,81.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,2000s,Adventure,Blockbuster,180000000.0,748806957.0,316.003865,6.9,76.0,61.0
King Kong,2005,2000s,Adventure,Blockbuster,207000000.0,550000000.0,165.70048309178745,7.2,98.0,86.0
Memoirs of a Geisha,2005,2000s,Drama,Blockbuster,85000000.0,162242962.0,90.87407294117648,7.3,35.0,83.0
Down,2001,2000s,Action,Mid,15000000.0,163169.0,-98.91220666666666,4.7,,
The Matador,2005,2000s,Action,Mid,10000000.0,17297244.0,72.97244,6.7,75.0,65.0
Mozart and the Whale,2005,2000s,Comedy,Mid,12000000.0,84967.0,-99.29194166666667,6.7,,
The Three Burials of Melquiades Estrada,2005,2000s,Adventure,Mid,15000000.0,12036149.0,-19.759006666666668,7.3,85.0,81.0
Munich,2005,2000s,Drama,Blockbuster,70000000.0,130358911.0,86.22701571428571,7.5,78.0,83.0
The Producers,2005,2000s,Comedy,Blockbuster,45000000.0,38058335.0,-15.42592222222222,6.4,90.0,85.0
Transamerica,2005,2000s,Drama,Low,1000000.0,13350369.0,1235.0369,7.3,77.0,83.0
Rumor Has It...,2005,2000s,Comedy,Blockbuster,70000000.0,88933562.0,27.047945714285717,5.5,,
Cheaper by the Dozen 2,2005,2000s,Comedy,Blockbuster,60000000.0,129181830.0,115.30305,5.6,6.0,57.0
Fun with Dick and Jane,2005,2000s,Comedy,Blockbuster,100000000.0,202026112.0,102.026112,6.2,50.0,51.0
Keeping Mum,2005,2000s,Comedy,Low,169000.0,18564702.0,10885.030769230769,6.8,,
The New World,2005,2000s,Drama,High,30000000.0,30536013.0,1.78671,6.7,63.0,58.0
District B13,2004,2000s,Action,Mid,12000000.0,9584131.0,-20.132241666666665,7.1,,
BloodRayne,2005,2000s,Action,High,25000000.0,2405420.0,-90.37832,3.0,4.0,17.0
Hostel,2005,2000s,Horror,Low,4800000.0,80578934.0,1578.7277916666667,5.9,61.0,53.0
Tristan & Isolde,2006,2000s,Drama,High,31000000.0,28000000.0,-9.67741935483871,6.8,31.0,71.0
Last Holiday,2006,2000s,Adventure,Blockbuster,45000000.0,38399961.0,-14.666753333333332,6.6,100.0,79.0
Hoodwinked!,2005,2000s,Animation,Mid,15000000.0,51053787.0,240.35858,6.5,,
Underworld: Evolution,2006,2000s,Fantasy,Blockbuster,50000000.0,111340801.0,122.681602,6.7,17.0,72.0
Riding Alone for Thousands of Miles,2005,2000s,Drama,Mid,7500000.0,3752325.0,-49.969,7.3,80.0,81.0
Revolution,1985,1980s,Adventure,High,28000000.0,358574.0,-98.71937857142858,5.3,10.0,32.0
Bandidas,2006,2000s,Action,High,35000000.0,10496317.0,-70.01052285714286,5.7,53.0,43.0
Annapolis,2006,2000s,Drama,High,26000000.0,17496992.0,-32.703876923076926,5.8,10.0,60.0
Big Momma's House 2,2006,2000s,Comedy,High,40000000.0,138259062.0,245.647655,4.8,5.0,58.0
Nanny McPhee,2005,2000s,Fantasy,High,25000000.0,122489822.0,389.959288,6.6,73.0,64.0
Final Destination 3,2006,2000s,Horror,High,25000000.0,117719158.0,370.876632,5.9,43.0,57.0
Dave Chappelle's Block Party,2005,2000s,Comedy,Low,3000000.0,11718595.0,290.6198333333333,7.2,92.0,74.0
Troll,1986,1980s,Fantasy,Low,1100000.0,5450815.0,395.5286363636364,4.6,,
Curious George,2006,2000s,Adventure,Blockbuster,50000000.0,69834815.0,39.66963,6.5,70.0,69.0
