title,release_year,decade,primary_genre,budget_tier,budget,revenue,roi,imdb_rating,tomatometer_rating,audience_rating
Firewall,2006,2000s,Thriller,Blockbuster,45000000.0,82800000.0,84.0,5.8,18.0,37.0
When a Stranger Calls,2006,2000s,Horror,Mid,15000000.0,66966987.0,346.44658000000004,5.1,41.0,49.0
Tamara,2005,2000s,Fantasy,Low,4750000.0,206871.0,-95.64482105263158,5.1,32.0,38.0
Freedomland,2006,2000s,Drama,High,37665000.0,14655628.0,-61.08953139519448,5.2,23.0,25.0
Winter Passing,2006,2000s,Comedy,Low,3500000.0,113783.0,-96.74905714285714,6.2,42.0,62.0
Eight Below,2006,2000s,Adventure,High,40000000.0,120455994.0,201.139985,7.3,73.0,79.0
Date Movie,2006,2000s,Comedy,High,20000000.0,48548426.0,142.74213,2.8,7.0,35.0
Running Scared,2006,2000s,Action,Mid,17000000.0,9500000.0,-44.11764705882353,7.3,41.0,79.0
Madea's Family Reunion,2006,2000s,Drama,Low,6000000.0,57231524.0,853.8587333333334,5.4,26.0,94.0
Ultraviolet,2006,2000s,Science Fiction,High,30000000.0,31070211.0,3.5673700000000004,4.4,8.0,30.0
Just My Luck,2006,2000s,Comedy,High,28000000.0,38159905.0,36.285375,5.5,14.0,48.0
Pulse,2006,2000s,Horror,High,38000000.0,29907685.0,-21.295565789473685,4.7,62.0,30.0
16 Blocks,2006,2000s,Action,Blockbuster,55000000.0,65664721.0,19.390401818181815,6.6,56.0,57.0
Failure to Launch,2006,2000s,Comedy,Blockbuster,50000000.0,128406887.0,156.813774,5.7,23.0,52.0
Ice Age: The Meltdown,2006,2000s,Animation,Blockbuster,80000000.0,660940780.0,726.175975,6.8,,
V for Vendetta,2006,2000s,Action,Blockbuster,54000000.0,132511035.0,145.39080555555554,8.1,73.0,90.0
She's the Man,2006,2000s,Comedy,High,20000000.0,33889159.0,69.445795,6.4,43.0,79.0
Thank You for Smoking,2005,2000s,Comedy,Mid,6500000.0,24793509.0,281.4386,7.5,86.0,87.0
Find Me Guilty,2006,2000s,Drama,Mid,13000000.0,2636637.0,-79.71817692307692,7.0,62.0,63.0
Inside Man,2006,2000s,Crime,Blockbuster,45000000.0,184376254.0,309.7250088888889,7.6,86.0,85.0
Tsotsi,2005,2000s,Crime,Low,3000000.0,9879971.0,229.33236666666667,7.2,,
Aquamarine,2006,2000s,Fantasy,Mid,12000000.0,23006849.0,91.72374166666668,5.5,51.0,61.0
Leprechaun 2,1994,1990s,Comedy,Low,2000000.0,2260622.0,13.0311,4.7,0.0,29.0
Lights in the Dusk,2006,2000s,Crime,Low,1380000.0,1615018.0,17.030289855072464,6.8,,
The Hills Have Eyes,2006,2000s,Horror,Mid,15000000.0,69623713.0,364.1580866666667,6.4,65.0,54.0
The Shaggy Dog,2006,2000s,Comedy,Blockbuster,50000000.0,61112916.0,22.225832,4.4,68.0,48.0
Son of the Pink Panther,1993,1990s,Comedy,High,25000000.0,2438031.0,-90.247876,3.9,6.0,19.0
The Lives of Others,2006,2000s,Drama,Low,2000000.0,70000000.0,3400.0,8.4,93.0,96.0
Take the Lead,2006,2000s,Music,High,30000000.0,34742066.0,15.806886666666667,6.6,44.0,77.0
Lucky Number Slevin,2006,2000s,Drama,High,27000000.0,56308881.0,108.55141111111112,7.7,52.0,87.0
Volver,2006,2000s,Comedy,Mid,12899867.0,85582407.0,563.4363517081223,7.6,91.0,89.0
Akeelah and the Bee,2006,2000s,Drama,Mid,8000000.0,18948425.0,136.8553125,7.4,85.0,81.0
Stay Alive,2006,2000s,Horror,Mid,9000000.0,27105095.0,201.1677222222222,5.1,10.0,55.0
Basic Instinct 2,2006,2000s,Crime,Blockbuster,70000000.0,38629478.0,-44.81503142857143,4.4,6.0,26.0
Brick,2005,2000s,Drama,Low,475000.0,3919254.0,725.1061052631579,7.1,80.0,86.0
ATL,2006,2000s,Drama,High,20000000.0,21170563.0,5.852815,6.2,62.0,86.0
Renaissance,2006,2000s,Action,High,18000000.0,1831348.0,-89.82584444444444,6.6,49.0,59.0
Friends with Money,2006,2000s,Comedy,Mid,6500000.0,13368437.0,105.66826153846154,5.8,72.0,40.0
Scary Movie 4,2006,2000s,Comedy,Blockbuster,45000000.0,178262620.0,296.1391555555556,5.1,35.0,51.0
Hard Candy,2005,2000s,Drama,Low,950000.0,7022209.0,639.179894736842,7.0,67.0,78.0
Pinocchio and the Emperor of the Night,1987,1980s,Animation,Mid,8000000.0,3261638.0,-59.229525,6.2,,
The Sentinel,2006,2000s,Action,Blockbuster,60000000.0,77920346.0,29.86724333333333,6.1,35.0,40.0
The Wild,2006,2000s,Family,Blockbuster,80000000.0,37384046.0,-53.2699425,5.2,19.0,36.0
Silent Hill,2006,2000s,Horror,Blockbuster,50000000.0,97607453.0,95.214906,6.5,31.0,63.0
Battle in Heaven,2005,2000s,Drama,Low,1601792.0,253527.0,-84.17228953572,5.5,,
American Dreamz,2006,2000s,Comedy,Mid,17000000.0,7314027.0,-56.97631176470588,5.5,38.0,31.0
Mata Hari,1931,1930s,Drama,Low,558000.0,2227000.0,299.1039426523297,6.5,63.0,55.0
The Protector,2005,2000s,Action,Low,6000000.0,27165581.0,352.7596833333333,7.0,20.0,45.0
Mission: Impossible III,2006,2000s,Adventure,Blockbuster,150000000.0,397850012.0,165.23334133333333,6.9,71.0,69.0
RV,2006,2000s,Comedy,Blockbuster,50000000.0,87528173.0,75.05634599999999,5.6,23.0,45.0
United 93,2006,2000s,Drama,Mid,15000000.0,76286096.0,408.5739733333333,7.6,90.0,83.0
Down in the Valley,2005,2000s,Drama,Mid,8000000.0,852872.0,-89.3391,6.3,52.0,53.0
Over the Hedge,2006,2000s,Comedy,Blockbuster,80000000.0,343397247.0,329.24655875,6.7,75.0,71.0
Poseidon,2006,2000s,Adventure,Blockbuster,160000000.0,181674817.0,13.546760625,5.7,33.0,43.0
The Da Vinci Code,2006,2000s,Thriller,Blockbuster,125000000.0,767820459.0,514.2563672,6.7,26.0,57.0
X-Men: The Last Stand,2006,2000s,Adventure,Blockbuster,210000000.0,459359555.0,118.74264523809524,6.6,57.0,61.0
The Break-Up,2006,2000s,Romance,Blockbuster,52000000.0,204999686.0,294.23016538461536,5.8,34.0,46.0
Twelve and Holding,2005,2000s,Drama,Low,400000.0,95687.0,-76.07825,7.4,73.0,79.0
Cars,2006,2000s,Animation,Blockbuster,120000000.0,461983149.0,284.9859575,7.3,75.0,79.0
The Lost City,2005,2000s,Drama,Mid,9600000.0,4386236.0,-54.31004166666666,6.5,25.0,64.0
Standing Still,2005,2000s,Comedy,Low,1700000.0,12762.0,-99.24929411764704,5.6,36.0,37.0
The Omen,2006,2000s,Drama,High,25000000.0,119188334.0,376.753336,5.5,86.0,80.0
Nacho Libre,2006,2000s,Comedy,High,32000000.0,80197993.0,150.618728125,5.9,40.0,54.0
The Lake House,2006,2000s,Romance,High,40000000.0,114830111.0,187.0752775,6.8,35.0,73.0
Click,2006,2000s,Comedy,Blockbuster,82500000.0,237681299.0,188.09854424242425,6.4,34.0,66.0
The Devil Wears Prada,2006,2000s,Comedy,High,35000000.0,326551094.0,833.0031257142856,7.0,75.0,76.0
Pirates of the Caribbean: Dead Man's Chest,2006,2000s,Adventure,Blockbuster,200000000.0,1065659812.0,432.829906,7.4,53.0,72.0
"You, Me and Dupree",2006,2000s,Comedy,Blockbuster,54000000.0,130431368.0,141.53957037037037,5.6,20.0,50.0
Clerks II,2006,2000s,Comedy,Low,5000000.0,26888376.0,437.76752,7.3,64.0,84.0
Lady in the Water,2006,2000s,Drama,Blockbuster,75000000.0,42285169.0,-43.619774666666665,5.5,25.0,49.0
Marie Antoinette,2006,2000s,Drama,High,40000000.0,60474340.0,51.18585,6.5,57.0,56.0
Who Killed the Electric Car?,2006,2000s,Documentary,Low,1000000.0,1678874.0,67.8874,7.6,89.0,84.0
An Inconvenient Truth,2006,2000s,Documentary,Low,1000000.0,46243000.0,4524.3,7.4,93.0,79.0
The Fast and the Furious: Tokyo Drift,2006,2000s,Action,Blockbuster,85000000.0,158468292.0,86.43328470588236,6.1,37.0,69.0
Superman Returns,2006,2000s,Adventure,Blockbuster,270000000.0,391081192.0,44.84488592592592,6.1,75.0,61.0
Little Miss Sunshine,2006,2000s,Comedy,Mid,8000000.0,100523181.0,1156.5397624999998,7.8,91.0,91.0
Curse of the Pink Panther,1983,1980s,Crime,Mid,11000000.0,4491986.0,-59.16376363636363,4.4,29.0,24.0
Babel,2006,2000s,Drama,High,25000000.0,135330182.0,441.320728,7.4,69.0,77.0
Prophecy,1979,1970s,Horror,Mid,12000000.0,54000000.0,350.0,5.6,24.0,36.0
Little Man,2006,2000s,Comedy,Blockbuster,64000000.0,101595121.0,58.7423765625,4.6,12.0,55.0
Monster House,2006,2000s,Animation,Blockbuster,75000000.0,140175006.0,86.900008,6.7,75.0,63.0
Snakes on a Plane,2006,2000s,Action,High,33000000.0,62022014.0,87.94549696969696,5.5,69.0,49.0
Scoop,2006,2000s,Comedy,Low,4000000.0,31584901.0,689.622525,6.6,41.0,55.0
Talladega Nights: The Ballad of Ricky Bobby,2006,2000s,Comedy,Blockbuster,72500000.0,162966177.0,124.78093379310344,6.6,71.0,73.0
Night at the Museum,2006,2000s,Action,Blockbuster,110000000.0,574480841.0,422.25531,6.5,43.0,67.0
World Trade Center,2006,2000s,Drama,Blockbuster,63000000.0,162945894.0,158.64427619047618,6.0,67.0,60.0
Stranger Than Fiction,2006,2000s,Comedy,High,30000000.0,53653224.0,78.84408,7.5,73.0,85.0
The Valley of Decision,1945,1940s,Drama,Low,2160000.0,9132000.0,322.77777777777777,7.3,,
Miami Vice,2006,2000s,Action,Blockbuster,135000000.0,163794509.0,21.329265925925924,6.1,47.0,43.0
The Pursuit of Happyness,2006,2000s,Drama,Blockbuster,55000000.0,307077295.0,458.3223545454546,8.0,67.0,87.0
John Tucker Must Die,2006,2000s,Comedy,High,18000000.0,41009669.0,127.83149444444444,5.7,27.0,69.0
The Ant Bully,2006,2000s,Fantasy,Blockbuster,50000000.0,55181129.0,10.362258,5.8,62.0,42.0
Mrs Palfrey at The Claremont,2005,2000s,Comedy,Low,750000.0,1720953.0,129.46040000000002,7.6,,
Crank,2006,2000s,Action,Mid,12000000.0,42931041.0,257.758675,6.9,61.0,71.0
Black Gold,2011,2010s,Adventure,High,40000000.0,5446000.0,-86.385,6.6,,
Chaos,2005,2000s,Drama,High,20000000.0,10289.0,-99.948555,6.4,,
Barnyard,2006,2000s,Animation,Blockbuster,51000000.0,72779000.0,42.70392156862745,5.6,21.0,52.0
Step Up,2006,2000s,Music,Mid,12000000.0,114194847.0,851.6237249999999,6.5,21.0,83.0
Zoom,2006,2000s,Family,High,35000000.0,12506188.0,-64.26803428571428,4.4,4.0,33.0
Bon Cop Bad Cop,2006,2000s,Action,Mid,8000000.0,12671300.0,58.39124999999999,6.7,,
Half Nelson,2006,2000s,Drama,Low,700000.0,4911725.0,601.675,7.1,90.0,83.0
Tideland,2005,2000s,Fantasy,Mid,12000000.0,566611.0,-95.27824166666666,6.3,31.0,64.0
Cabin in the Sky,1943,1940s,Fantasy,Low,662141.0,1606624.0,142.64076684573226,7.1,85.0,81.0
Accepted,2006,2000s,Comedy,High,23000000.0,38505009.0,67.41308260869565,6.4,37.0,72.0
The Illusionist,2006,2000s,Fantasy,High,40000000.0,86915017.0,117.2875425,7.5,74.0,83.0
The Queen,2006,2000s,Drama,Mid,15000000.0,123384128.0,722.5608533333333,7.3,96.0,76.0
Beerfest,2006,2000s,Comedy,High,17500000.0,19179969.0,9.599822857142858,6.2,40.0,75.0
The Wicker Man,2006,2000s,Mystery,High,40000000.0,38755073.0,-3.1123175,3.8,89.0,82.0
Crossover,2006,2000s,Action,Low,5800000.0,7000000.0,20.689655172413797,2.2,2.0,59.0
The Quiet,2005,2000s,Drama,Low,900000.0,381420.0,-57.620000000000005,6.1,22.0,51.0
The Wind That Shakes the Barley,2006,2000s,Drama,Mid,6500000.0,22889018.0,252.13873846153848,7.5,90.0,87.0
The Covenant,2006,2000s,Action,High,20000000.0,37597471.0,87.987355,5.2,4.0,62.0
Sherrybaby,2006,2000s,Drama,Low,2000000.0,622806.0,-68.8597,6.6,75.0,57.0
Idiocracy,2006,2000s,Adventure,High,30000000.0,495303.0,-98.34899,6.5,76.0,60.0
The Fountain,2006,2000s,Drama,High,35000000.0,15304890.0,-56.27174285714286,7.1,52.0,74.0
The Science of Sleep,2006,2000s,Comedy,Low,6000000.0,9524340.0,58.739,7.2,70.0,81.0
Initial D,2005,2000s,Action,Low,1549000.0,7096000.0,358.1020012911556,6.4,33.0,72.0
The Black Dahlia,2006,2000s,Drama,Blockbuster,50000000.0,49111202.0,-1.777596,5.6,32.0,27.0
Gridiron Gang,2006,2000s,Action,High,30000000.0,41480851.0,38.26950333333333,6.9,42.0,81.0
Vixen!,1968,1960s,Comedy,Low,76000.0,6000000.0,7794.736842105263,5.6,,
Apocalypto,2006,2000s,Action,High,40000000.0,120175290.0,200.438225,7.9,66.0,79.0
Flyboys,2006,2000s,Action,Blockbuster,60000000.0,17800000.0,-70.33333333333334,6.5,33.0,67.0
Jackass Number Two,2006,2000s,Action,Mid,11000000.0,72778712.0,561.6246545454546,7.0,,
All the King's Men,2006,2000s,Drama,Blockbuster,55000000.0,9450897.0,-82.8165509090909,6.1,95.0,78.0
Conversations with Other Women,2006,2000s,Drama,Low,450000.0,973525.0,116.33888888888887,6.9,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,2000s,Comedy,High,18000000.0,261572744.0,1353.1819111111113,7.4,91.0,79.0
Pan's Labyrinth,2006,2000s,Fantasy,High,19000000.0,83258226.0,338.2011894736842,8.2,95.0,91.0
The Guardian,2006,2000s,Action,Blockbuster,70000000.0,55011732.0,-21.41181142857143,6.9,30.0,32.0
Open Season,2006,2000s,Adventure,Blockbuster,85000000.0,197309027.0,132.12826705882352,6.1,48.0,57.0
School for Scoundrels,2006,2000s,Comedy,High,20000000.0,17807569.0,-10.962155,5.9,100.0,70.0
The Departed,2006,2000s,Drama,Blockbuster,90000000.0,289847354.0,222.05261555555555,8.5,91.0,94.0
Employee of the Month,2006,2000s,Comedy,Mid,12000000.0,38368909.0,219.74090833333332,5.6,11.0,52.0
Stormbreaker,2006,2000s,Adventure,High,40000000.0,23937870.0,-40.155325,5.1,,
Running with Scissors,2006,2000s,Drama,Mid,12000000.0,6754898.0,-43.709183333333335,6.1,31.0,56.0
The Grudge 2,2006,2000s,Horror,High,20000000.0,39143839.0,95.719195,5.1,11.0,40.0
Man of the Year,2006,2000s,Comedy,High,20000000.0,41237648.0,106.18824,6.2,22.0,45.0
The Marine,2006,2000s,Action,High,20000000.0,22165608.0,10.82804,4.8,20.0,60.0
Infamous,2006,2000s,Drama,Mid,13000000.0,1151330.0,-91.1436153846154,7.0,74.0,69.0
One Night with the King,2006,2000s,Drama,High,20000000.0,13391174.0,-33.04413,6.0,,
Little Children,2006,2000s,Romance,High,26000000.0,14821658.0,-42.99362307692308,7.5,80.0,82.0
Facing the Giants,2006,2000s,Drama,Low,100000.0,10178331.0,10078.331,6.5,16.0,85.0
The Last King of Scotland,2006,2000s,Drama,Low,6000000.0,48027970.0,700.4661666666666,7.6,87.0,89.0
Shortbus,2006,2000s,Romance,Low,2000000.0,5179037.0,158.95185,6.3,,
Children of Men,2006,2000s,Drama,Blockbuster,76000000.0,69959751.0,-7.94769605263158,7.9,92.0,85.0
The Prestige,2006,2000s,Drama,High,40000000.0,109676311.0,174.1907775,8.5,76.0,92.0
Flags of Our Fathers,2006,2000s,War,Blockbuster,90000000.0,65900249.0,-26.777501111111118,7.1,73.0,69.0
Flicka,2006,2000s,Drama,Mid,15000000.0,21000000.0,40.0,6.0,53.0,82.0
9th Company,2005,2000s,Drama,Mid,9500000.0,24000000.0,152.63157894736844,7.0,,
Saw III,2006,2000s,Horror,Mid,10000000.0,163876815.0,1538.76815,6.2,28.0,71.0
Death of a President,2006,2000s,Documentary,Low,2000000.0,167000.0,-91.65,6.3,38.0,58.0
The Charge of the Light Brigade,1936,1930s,Action,Low,1200000.0,2736000.0,128.0,7.0,,
Flushed Away,2006,2000s,Adventure,Blockbuster,149000000.0,64459316.0,-56.73871409395973,6.6,73.0,65.0
Perfume: The Story of a Murderer,2006,2000s,Crime,Blockbuster,50000000.0,132180323.0,164.360646,7.5,59.0,74.0
The Santa Clause 3: The Escape Clause,2006,2000s,Comedy,Mid,12000000.0,84500122.0,604.1676833333333,4.9,17.0,39.0
A Good Year,2006,2000s,Comedy,High,35000000.0,42064105.0,20.18315714285714,6.9,25.0,65.0
The Return,2006,2000s,Drama,Mid,15000000.0,11992014.0,-20.05324,4.7,16.0,32.0
For Your Consideration,2006,2000s,Comedy,Mid,12000000.0,5542025.0,-53.81645833333333,6.3,52.0,43.0
Casino Royale,2006,2000s,Adventure,Blockbuster,150000000.0,599045960.0,299.3639733333334,8.0,25.0,34.0
Happy Feet,2006,2000s,Animation,Blockbuster,100000000.0,384335608.0,284.335608,6.4,76.0,70.0
Let's Go to Prison,2006,2000s,Comedy,Low,4000000.0,4630045.0,15.751124999999998,5.9,12.0,48.0
Déjà Vu,2006,2000s,Action,Blockbuster,75000000.0,180557550.0,140.7434,7.1,56.0,73.0
The Holiday,2006,2000s,Comedy,Blockbuster,85000000.0,194168700.0,128.43376470588234,7.0,49.0,80.0
Snow Cake,2006,2000s,Romance,Mid,12000000.0,1381665.0,-88.486125,7.4,,
Harsh Times,2005,2000s,Crime,Low,2000000.0,5967038.0,198.3519,6.8,48.0,55.0
Tenacious D in The Pick of Destiny,2006,2000s,Comedy,High,22000000.0,13405595.0,-39.06547727272727,6.8,52.0,67.0
Blood Diamond,2006,2000s,Drama,Blockbuster,100000000.0,170877916.0,70.877916,8.0,63.0,90.0
Charlotte's Web,2006,2000s,Comedy,Blockbuster,85000000.0,144000000.0,69.41176470588235,6.3,77.0,67.0
Eragon,2006,2000s,Fantasy,Blockbuster,100000000.0,249288105.0,149.288105,5.1,16.0,47.0
Rocky Balboa,2006,2000s,Drama,High,24000000.0,155721132.0,548.83805,7.1,77.0,76.0
Fur: An Imaginary Portrait of Diane Arbus,2006,2000s,Drama,Mid,16800000.0,2281089.0,-86.42208928571429,6.3,32.0,63.0
Another Gay Movie,2006,2000s,Comedy,Low,500000.0,745327.0,49.0654,5.0,40.0,62.0
We Are Marshall,2006,2000s,Drama,Blockbuster,65000000.0,43545364.0,-33.0071323076923,7.1,48.0,79.0
The Good Shepherd,2006,2000s,Drama,Blockbuster,85000000.0,59908565.0,-29.51933529411765,6.7,55.0,51.0
Dreamgirls,2006,2000s,Drama,Blockbuster,70000000.0,154937680.0,121.33954285714286,6.6,78.0,71.0
Freedom Writers,2007,2000s,Crime,High,21000000.0,41170784.0,96.05135238095238,7.6,70.0,87.0
The History Boys,2006,2000s,Comedy,Low,4000000.0,13401952.0,235.0488,6.8,66.0,70.0
Notes on a Scandal,2006,2000s,Drama,Mid,15000000.0,49469904.0,229.79936,7.4,87.0,83.0
DOA: Dead or Alive,2006,2000s,Adventure,High,21000000.0,480314.0,-97.71279047619048,4.8,33.0,36.0
The Good German,2006,2000s,War,High,32000000.0,5914908.0,-81.5159125,6.0,34.0,33.0
Letters from Iwo Jima,2006,2000s,Action,High,19000000.0,68673228.0,261.43804210526315,7.8,91.0,86.0
Black Christmas,2006,2000s,Horror,Mid,9000000.0,21510851.0,139.00945555555555,4.7,71.0,75.0
Happily N'Ever After,2006,2000s,Animation,Blockbuster,47000000.0,38085778.0,-18.966429787234045,4.5,4.0,34.0
Code Name: The Cleaner,2007,2000s,Action,High,20000000.0,10337477.0,-48.312615,4.6,4.0,38.0
Stomp the Yard,2007,2000s,Drama,Mid,13000000.0,75511123.0,480.8547923076923,5.5,25.0,82.0
Miss Potter,2006,2000s,Drama,High,30000000.0,35078241.0,16.92747,7.0,67.0,68.0
Arthur and the Invisibles,2006,2000s,Adventure,Blockbuster,86000000.0,107944236.0,25.516553488372097,6.0,,
The Hitcher,2007,2000s,Action,Mid,10000000.0,25399945.0,153.99945,5.6,19.0,52.0
Bridge to Terabithia,2007,2000s,Adventure,Blockbuster,60000000.0,137587063.0,129.3117716666667,7.2,85.0,70.0
Killer of Sheep,1978,1970s,Drama,Low,100000.0,362222.0,262.222,7.2,,
Waitress,2007,2000s,Comedy,Low,2000000.0,22179430.0,1008.9715,7.0,89.0,74.0
Catch and Release,2006,2000s,Comedy,High,25000000.0,16158487.0,-35.366052,5.9,22.0,55.0
Smokin' Aces,2006,2000s,Action,Mid,17000000.0,57103895.0,235.9052647058824,6.6,30.0,62.0
Epic Movie,2007,2000s,Action,High,20000000.0,86865564.0,334.32782,2.5,2.0,29.0
The Messengers,2007,2000s,Mystery,Mid,16000000.0,1109660.0,-93.064625,5.4,12.0,44.0
Hannibal Rising,2007,2000s,Crime,Blockbuster,50000000.0,82169884.0,64.33976799999999,6.1,16.0,55.0
Norbit,2007,2000s,Comedy,Blockbuster,60000000.0,95673607.0,59.45601166666666,4.3,9.0,53.0
Ratatouille,2007,2000s,Animation,Blockbuster,150000000.0,623722818.0,315.815212,8.1,96.0,87.0
"Paris, je t'aime",2006,2000s,Drama,Mid,13000000.0,4857367.0,-62.635638461538456,7.2,,
The Astronaut Farmer,2006,2000s,Adventure,Mid,13000000.0,11130889.0,-14.377776923076924,6.3,58.0,49.0
It's a Boy Girl Thing,2006,2000s,Comedy,Mid,15500000.0,7385434.0,-52.352038709677416,6.2,67.0,61.0
Myra Breckinridge,1970,1970s,Comedy,Low,5000000.0,3000000.0,-40.0,4.5,,
Days of Glory,2006,2000s,Drama,Mid,14500000.0,22963701.0,58.370351724137926,7.0,83.0,79.0
Unknown,2006,2000s,Crime,Low,3700000.0,3338228.0,-9.777621621621622,6.4,54.0,55.0
Trailer Park Boys: The Movie,2006,2000s,Comedy,Low,5000000.0,3833507.0,-23.32986,7.1,57.0,78.0
Ghost Rider,2007,2000s,Thriller,Blockbuster,110000000.0,228738393.0,107.94399363636364,5.3,26.0,48.0
Daddy's Little Girls,2007,2000s,Comedy,Mid,10000000.0,31609243.0,216.09243,5.9,26.0,81.0
Music and Lyrics,2007,2000s,Comedy,High,40000000.0,145896422.0,264.741055,6.5,63.0,68.0
The Number 23,2007,2000s,Thriller,High,30000000.0,77566815.0,158.55605,6.4,8.0,56.0
Reno 911!: Miami,2007,2000s,Action,Mid,10000000.0,20342161.0,103.42161000000002,5.9,34.0,51.0
Black Snake Moan,2006,2000s,Drama,Mid,15000000.0,10903846.0,-27.307693333333333,6.9,66.0,69.0
Kidulthood,2006,2000s,Drama,Low,994000.0,165000.0,-83.40040241448692,6.7,,
Hot Fuzz,2007,2000s,Crime,Mid,12000000.0,80573774.0,571.4481166666667,7.8,91.0,89.0
Next,2007,2000s,Action,Blockbuster,70000000.0,76066841.0,8.666915714285715,6.2,28.0,53.0
Romanzo criminale,2005,2000s,Drama,Low,818418.0,4851244.0,492.7587125405356,7.2,,
Wise Guys,1986,1980s,Comedy,Mid,13000000.0,8475466.0,-34.80410769230769,5.6,31.0,41.0
Zodiac,2007,2000s,Crime,Blockbuster,65000000.0,84785914.0,30.439867692307693,7.7,89.0,77.0
300,2006,2000s,Action,Blockbuster,65000000.0,422610419.0,550.1698753846154,7.6,61.0,89.0
The Host,2006,2000s,Horror,Mid,11000000.0,88489643.0,704.4513000000001,7.1,93.0,72.0
Becoming Jane,2007,2000s,Drama,Mid,16500000.0,37311672.0,126.13134545454544,7.0,58.0,74.0
The Namesake,2006,2000s,Drama,Mid,12000000.0,20138836.0,67.82363333333333,7.5,85.0,79.0
I Think I Love My Wife,2007,2000s,Comedy,Mid,11000000.0,13196245.0,19.96586363636364,5.5,19.0,41.0
Premonition,2007,2000s,Thriller,High,20000000.0,84146832.0,320.73416,5.9,8.0,50.0
Dead Silence,2007,2000s,Horror,High,20000000.0,22217407.0,11.087035,6.2,20.0,51.0
Reign Over Me,2007,2000s,Drama,High,20000000.0,22222308.0,11.11154,7.4,64.0,81.0
Shooter,2007,2000s,Action,Blockbuster,61000000.0,95696996.0,56.88032131147541,7.2,47.0,80.0
TMNT,2007,2000s,Adventure,High,34000000.0,95608995.0,181.20292647058824,6.2,35.0,60.0
Black Book,2006,2000s,Drama,High,21000000.0,26193068.0,24.72889523809524,7.7,75.0,87.0
The Lookout,2007,2000s,Crime,Mid,16000000.0,5367030.0,-66.4560625,6.9,87.0,74.0
The Reaping,2007,2000s,Thriller,High,40000000.0,62771059.0,56.9276475,5.6,8.0,49.0
Meet the Robinsons,2007,2000s,Animation,Blockbuster,150000000.0,169332978.0,12.888652,6.8,67.0,74.0
Seraphim Falls,2006,2000s,Western,High,18000000.0,1196307.0,-93.35385,6.6,55.0,53.0
Sunshine,2007,2000s,Science Fiction,Blockbuster,50000000.0,32017803.0,-35.964394,7.2,74.0,81.0
The Hoax,2006,2000s,Comedy,High,25000000.0,11772461.0,-52.910156,6.6,86.0,58.0
Goya's Ghosts,2006,2000s,Drama,Blockbuster,50000000.0,9448082.0,-81.103836,6.9,30.0,57.0
Perfect Stranger,2007,2000s,Crime,Blockbuster,60795000.0,73090611.0,20.22470762398224,5.7,10.0,51.0
Disturbia,2007,2000s,Thriller,High,20000000.0,117760134.0,488.80067,6.8,69.0,77.0
Pathfinder,2007,2000s,Adventure,Blockbuster,45000000.0,30822861.0,-31.504753333333333,5.4,10.0,36.0
Slow Burn,2005,2000s,Mystery,Mid,15500000.0,1237615.0,-92.0153870967742,5.7,12.0,9.0
The Contract,2006,2000s,Drama,High,25000000.0,5549200.0,-77.80319999999999,5.6,0.0,26.0
Vacancy,2007,2000s,Horror,High,19000000.0,35300645.0,85.79286842105263,6.2,55.0,42.0
